,symbol,Date,close,Start_Qty,Trade_Qty,token_id,wallet
44,BAT,5/21/2022,0.388,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
45,BAT,5/20/2022,0.3817,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
46,BAT,5/19/2022,0.3896,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
47,BAT,5/18/2022,0.3712,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
48,BAT,5/17/2022,0.4139,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
49,BAT,5/16/2022,0.3921,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
50,BAT,5/15/2022,0.4339,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
51,BAT,5/14/2022,0.4179,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
52,BAT,5/13/2022,0.3839,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
53,BAT,5/12/2022,0.3571,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
54,BAT,5/11/2022,0.3737,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
55,BAT,5/10/2022,0.4662,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
56,BAT,5/9/2022,0.4402,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
57,BAT,5/8/2022,0.5456,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
58,BAT,5/7/2022,0.5551,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
59,BAT,5/6/2022,0.5791,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
60,BAT,5/5/2022,0.5869,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
61,BAT,5/4/2022,0.6536,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
62,BAT,5/3/2022,0.579,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
63,BAT,5/2/2022,0.5862,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
64,BAT,5/1/2022,0.6029,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
65,BAT,4/30/2022,0.5699,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
66,BAT,4/29/2022,0.63,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
67,BAT,4/28/2022,0.6587,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
68,BAT,4/27/2022,0.6691,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
69,BAT,4/26/2022,0.6561,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
70,BAT,4/25/2022,0.7232,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
71,BAT,4/24/2022,0.7228,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
72,BAT,4/23/2022,0.734,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
73,BAT,4/22/2022,0.738,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
74,BAT,4/21/2022,0.7511,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
75,BAT,4/20/2022,0.7618,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
76,BAT,4/19/2022,0.7751,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
77,BAT,4/18/2022,0.7624,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
78,BAT,4/17/2022,0.7241,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
79,BAT,4/16/2022,0.7722,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
80,BAT,4/15/2022,0.724,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
81,BAT,4/14/2022,0.72,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
82,BAT,4/13/2022,0.743,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
83,BAT,4/12/2022,0.7203,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
84,BAT,4/11/2022,0.6869,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
85,BAT,4/10/2022,0.741,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
86,BAT,4/9/2022,0.771,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
87,BAT,4/8/2022,0.7401,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
88,BAT,4/7/2022,0.7898,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
89,BAT,4/6/2022,0.7523,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
90,BAT,4/5/2022,0.841,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
91,BAT,4/4/2022,0.8904,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
92,BAT,4/3/2022,0.9476,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
93,BAT,4/2/2022,0.9195,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
94,BAT,4/1/2022,0.8953,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
95,BAT,3/31/2022,0.8674,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
96,BAT,3/30/2022,0.897,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
97,BAT,3/29/2022,0.895,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
98,BAT,3/28/2022,0.8723,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
99,BAT,3/27/2022,0.9042,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
100,BAT,3/26/2022,0.8571,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
101,BAT,3/25/2022,0.8341,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
102,BAT,3/24/2022,0.8586,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
103,BAT,3/23/2022,0.8343,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
104,BAT,3/22/2022,0.8111,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
105,BAT,3/21/2022,0.8161,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
106,BAT,3/20/2022,0.8199,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
107,BAT,3/19/2022,0.8421,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
108,BAT,3/18/2022,0.8412,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
109,BAT,3/17/2022,0.85,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
110,BAT,3/16/2022,0.8232,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
111,BAT,3/15/2022,0.7848,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
112,BAT,3/14/2022,0.7206,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
113,BAT,3/13/2022,0.675,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
114,BAT,3/12/2022,0.6627,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
115,BAT,3/11/2022,0.6531,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
116,BAT,3/10/2022,0.6876,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
117,BAT,3/9/2022,0.6852,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
118,BAT,3/8/2022,0.6579,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
119,BAT,3/7/2022,0.6347,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
120,BAT,3/6/2022,0.6381,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
121,BAT,3/5/2022,0.675,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
122,BAT,3/4/2022,0.6569,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
123,BAT,3/3/2022,0.7111,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
124,BAT,3/2/2022,0.7311,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
125,BAT,3/1/2022,0.7541,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
126,BAT,2/28/2022,0.7426,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
127,BAT,2/27/2022,0.6681,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
128,BAT,2/26/2022,0.7029,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
129,BAT,2/25/2022,0.7021,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
130,BAT,2/24/2022,0.6601,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
131,BAT,2/23/2022,0.6545,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
132,BAT,2/22/2022,0.683,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
133,BAT,2/21/2022,0.6442,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
134,BAT,2/20/2022,0.7021,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
135,BAT,2/19/2022,0.7593,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
136,BAT,2/18/2022,0.7522,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
137,BAT,2/17/2022,0.7619,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
138,BAT,2/16/2022,0.8351,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
139,BAT,2/15/2022,0.8602,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
140,BAT,2/14/2022,0.8053,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
141,BAT,2/13/2022,0.8051,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
142,BAT,2/12/2022,0.8085,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
143,BAT,2/11/2022,0.8249,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
144,BAT,2/10/2022,0.8826,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
145,BAT,2/9/2022,0.9424,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
146,BAT,2/8/2022,0.924,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
147,BAT,2/7/2022,0.969,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
148,BAT,2/6/2022,0.9431,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
149,BAT,2/5/2022,0.9249,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
150,BAT,2/4/2022,0.9023,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
151,BAT,2/3/2022,0.827,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
152,BAT,2/2/2022,0.8098,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
153,BAT,2/1/2022,0.844,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
154,BAT,1/31/2022,0.853,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
155,BAT,1/30/2022,0.8365,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
156,BAT,1/29/2022,0.852,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
157,BAT,1/28/2022,0.8649,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
158,BAT,1/27/2022,0.836,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
159,BAT,1/26/2022,0.809,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
160,BAT,1/25/2022,0.7956,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
161,BAT,1/24/2022,0.7514,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
162,BAT,1/23/2022,0.7606,3.95E+19,0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4862733b5fddfd35f35ea8ccf08f5045e57388b3
